GeneID	GeneName
leptidea_sinapisG00000008430	ube2f
leptidea_sinapisG00000008877	-
leptidea_sinapisG00000002436	-
leptidea_sinapisG00000002037	-
leptidea_sinapisG00000008296	-
leptidea_sinapisG00000001988	-
leptidea_sinapisG00000006188	-
leptidea_sinapisG00000009866	-
leptidea_sinapisG00000009464	-
leptidea_sinapisG00000006597	-
leptidea_sinapisG00000001612	-
leptidea_sinapisG00000006328	-
leptidea_sinapisG00000010931	-
leptidea_sinapisG00000007938	-
leptidea_sinapisG00000013505	-
leptidea_sinapisG00000008284	abhd3
leptidea_sinapisG00000015334	-
leptidea_sinapisG00000008073	-
leptidea_sinapisG00000011141	gr64f_2
leptidea_sinapisG00000005087	-
leptidea_sinapisG00000007550	-
leptidea_sinapisG00000003761	-
leptidea_sinapisG00000014500	-
leptidea_sinapisG00000006262	-
leptidea_sinapisG00000013180	-
leptidea_sinapisG00000013995	mfap1
leptidea_sinapisG00000014096	cox16
leptidea_sinapisG00000007457	hgsnat_2
leptidea_sinapisG00000013327	estf_12
leptidea_sinapisG00000005105	cg12259
leptidea_sinapisG00000002950	megf11
leptidea_sinapisG00000001537	-
leptidea_sinapisG00000009618	cyp4c1_12
leptidea_sinapisG00000010638	mrpl27
leptidea_sinapisG00000000355	slc22a3
leptidea_sinapisG00000008526	cg16868
leptidea_sinapisG00000007039	larp7
leptidea_sinapisG00000001561	abcc1
leptidea_sinapisG00000000662	hint3
leptidea_sinapisG00000015244	-
leptidea_sinapisG00000014425	noc4l-b
leptidea_sinapisG00000006233	eftud2
leptidea_sinapisG00000005615	mettl6
leptidea_sinapisG00000009518	cg6712
leptidea_sinapisG00000007998	inx2
leptidea_sinapisG00000012067	ogre
leptidea_sinapisG00000005995	-
leptidea_sinapisG00000001199	anp32a
leptidea_sinapisG00000008017	orc2
leptidea_sinapisG00000008796	rdx
leptidea_sinapisG00000003221	pex1
leptidea_sinapisG00000013695	cycb3
leptidea_sinapisG00000009812	fam122a
leptidea_sinapisG00000004825	mppe1
leptidea_sinapisG00000005913	tbc1d20
leptidea_sinapisG00000008776	pla2g15
leptidea_sinapisG00000014239	-
leptidea_sinapisG00000006026	cfap43
leptidea_sinapisG00000006355	kiaa1109_2
leptidea_sinapisG00000014569	tmem127
leptidea_sinapisG00000001369	nrbf2
leptidea_sinapisG00000006245	-
leptidea_sinapisG00000005076	egr3
leptidea_sinapisG00000010695	cg7218
leptidea_sinapisG00000012632	nudt18
leptidea_sinapisG00000015451	smox_3
leptidea_sinapisG00000010435	cg13624
leptidea_sinapisG00000000416	-
leptidea_sinapisG00000008854	cul5
leptidea_sinapisG00000009275	eif-2gamma
leptidea_sinapisG00000000181	atpsyno
leptidea_sinapisG00000000142	mycbp
leptidea_sinapisG00000012931	-
leptidea_sinapisG00000002518	and_2
leptidea_sinapisG00000009359	ctpsyn
leptidea_sinapisG00000006961	vps13c_2
leptidea_sinapisG00000001833	-
leptidea_sinapisG00000009210	zasp52_2
leptidea_sinapisG00000000316	-
leptidea_sinapisG00000010896	-
leptidea_sinapisG00000013435	herc3herc4
leptidea_sinapisG00000009573	pcid2
leptidea_sinapisG00000004858	-
leptidea_sinapisG00000013436	-
leptidea_sinapisG00000003582	chid1
leptidea_sinapisG00000009622	-
leptidea_sinapisG00000000398	lsm7
leptidea_sinapisG00000002690	bru
leptidea_sinapisG00000011395	-
leptidea_sinapisG00000008510	pif1
leptidea_sinapisG00000003151	twist1
leptidea_sinapisG00000011682	-
leptidea_sinapisG00000002963	-
leptidea_sinapisG00000006139	-
leptidea_sinapisG00000012655	znf628
leptidea_sinapisG00000013071	-
leptidea_sinapisG00000000485	-
leptidea_sinapisG00000013103	tada3-a
leptidea_sinapisG00000012978	-
leptidea_sinapisG00000010618	-
leptidea_sinapisG00000012841	gus
leptidea_sinapisG00000008304	dbx1a
leptidea_sinapisG00000000512	agp
leptidea_sinapisG00000007600	-
leptidea_sinapisG00000013065	-
leptidea_sinapisG00000002437	oca2
leptidea_sinapisG00000015247	cyp4c1_17
leptidea_sinapisG00000006312	oca2_2
leptidea_sinapisG00000003090	patl1
leptidea_sinapisG00000012000	estf_9
leptidea_sinapisG00000009875	estf_8
leptidea_sinapisG00000006750	-
leptidea_sinapisG00000014191	ets97d
leptidea_sinapisG00000003447	zbtb24
leptidea_sinapisG00000009069	-
leptidea_sinapisG00000000209	cg5065
leptidea_sinapisG00000013902	cg5065_15
leptidea_sinapisG00000000347	-
leptidea_sinapisG00000001954	-
leptidea_sinapisG00000002149	chrb
leptidea_sinapisG00000007146	-
leptidea_sinapisG00000007845	-
leptidea_sinapisG00000008604	-
leptidea_sinapisG00000014947	-
leptidea_sinapisG00000003659	kel
leptidea_sinapisG00000011438	-
leptidea_sinapisG00000012293	-
leptidea_sinapisG00000012807	-
leptidea_sinapisG00000011648	-
leptidea_sinapisG00000006282	tmem222
leptidea_sinapisG00000000576	gld
leptidea_sinapisG00000004981	-
leptidea_sinapisG00000001779	bok
leptidea_sinapisG00000013899	-
leptidea_sinapisG00000005927	cul3b
leptidea_sinapisG00000000923	tctn2
leptidea_sinapisG00000006514	atm
leptidea_sinapisG00000012063	-
leptidea_sinapisG00000007473	-
leptidea_sinapisG00000015452	-
leptidea_sinapisG00000012758	pyk_3
leptidea_sinapisG00000004098	-
leptidea_sinapisG00000012838	ncoa3
leptidea_sinapisG00000006810	-
leptidea_sinapisG00000008959	tns_2
leptidea_sinapisG00000004603	tns
leptidea_sinapisG00000015163	-
leptidea_sinapisG00000008971	-
leptidea_sinapisG00000008839	vcath_6
leptidea_sinapisG00000014683	-
leptidea_sinapisG00000006732	slc26a11_7
leptidea_sinapisG00000000200	vcath
leptidea_sinapisG00000011725	-
leptidea_sinapisG00000007835	vcath_5
leptidea_sinapisG00000001885	slc26a11_3
leptidea_sinapisG00000002937	slc26a11_6
leptidea_sinapisG00000012870	pxdn
leptidea_sinapisG00000010783	-
leptidea_sinapisG00000002444	-
leptidea_sinapisG00000008861	-
leptidea_sinapisG00000013837	-
leptidea_sinapisG00000010344	-
leptidea_sinapisG00000006327	-
leptidea_sinapisG00000001599	-
leptidea_sinapisG00000005713	-
leptidea_sinapisG00000010402	-
leptidea_sinapisG00000014414	-
leptidea_sinapisG00000004615	-
leptidea_sinapisG00000004213	-
leptidea_sinapisG00000010777	-
leptidea_sinapisG00000006433	-
leptidea_sinapisG00000004819	-
leptidea_sinapisG00000009851	-
leptidea_sinapisG00000007422	-
leptidea_sinapisG00000000420	-
leptidea_sinapisG00000007746	-
leptidea_sinapisG00000013636	-
leptidea_sinapisG00000010779	-
leptidea_sinapisG00000014951	-
leptidea_sinapisG00000003416	-
leptidea_sinapisG00000003713	-
leptidea_sinapisG00000003604	hscb
leptidea_sinapisG00000011400	slc7a9
leptidea_sinapisG00000004581	-
leptidea_sinapisG00000000121	-
leptidea_sinapisG00000012211	-
leptidea_sinapisG00000009913	-
leptidea_sinapisG00000003665	syt11
leptidea_sinapisG00000001818	tpm1
leptidea_sinapisG00000010507	tpm2
leptidea_sinapisG00000005604	morf4l1
leptidea_sinapisG00000013901	fbp1
leptidea_sinapisG00000014141	cbp80
leptidea_sinapisG00000014756	-
leptidea_sinapisG00000006187	dolk
leptidea_sinapisG00000012744	sirt6
leptidea_sinapisG00000002576	-
leptidea_sinapisG00000006704	-
leptidea_sinapisG00000000368	-
leptidea_sinapisG00000015145	pard3
leptidea_sinapisG00000001671	daglb
leptidea_sinapisG00000014770	spg11
leptidea_sinapisG00000006484	cg10417
leptidea_sinapisG00000007722	thap2_3
leptidea_sinapisG00000005301	orct2
leptidea_sinapisG00000013702	kctd10
leptidea_sinapisG00000014091	ino80b
leptidea_sinapisG00000014501	hs3st5
leptidea_sinapisG00000008512	spopl_3
leptidea_sinapisG00000003938	spopl_2
leptidea_sinapisG00000002562	-
leptidea_sinapisG00000007515	-
leptidea_sinapisG00000015455	-
leptidea_sinapisG00000009016	-
leptidea_sinapisG00000005441	-
leptidea_sinapisG00000012952	-
leptidea_sinapisG00000005722	-
leptidea_sinapisG00000000608	snk
leptidea_sinapisG00000005470	-
leptidea_sinapisG00000010913	-
leptidea_sinapisG00000004877	-
leptidea_sinapisG00000008562	-
leptidea_sinapisG00000002392	snk_2
leptidea_sinapisG00000008875	-
leptidea_sinapisG00000007051	-
leptidea_sinapisG00000008805	-
leptidea_sinapisG00000000258	-
leptidea_sinapisG00000015461	-
leptidea_sinapisG00000011713	-
leptidea_sinapisG00000011753	-
leptidea_sinapisG00000003994	plpp5
leptidea_sinapisG00000012884	-
leptidea_sinapisG00000010592	-
leptidea_sinapisG00000008382	-
leptidea_sinapisG00000013009	liph-a_2
leptidea_sinapisG00000015355	-
leptidea_sinapisG00000009310	top2
leptidea_sinapisG00000007912	sstr2
leptidea_sinapisG00000003379	madm
leptidea_sinapisG00000001084	-
leptidea_sinapisG00000007726	faf
leptidea_sinapisG00000008528	dtwd1
leptidea_sinapisG00000012407	tbl1xr1
leptidea_sinapisG00000010477	tubgcp3l(1)dd4
leptidea_sinapisG00000001582	-
leptidea_sinapisG00000003976	rhol
leptidea_sinapisG00000007512	ncbp2
leptidea_sinapisG00000010179	esyt2-besyt1esyt2
leptidea_sinapisG00000000568	nnt
leptidea_sinapisG00000009761	idh2
leptidea_sinapisG00000003372	aael011121
leptidea_sinapisG00000005587	serinc
leptidea_sinapisG00000012116	znf395
leptidea_sinapisG00000004562	-
leptidea_sinapisG00000009979	gen
leptidea_sinapisG00000002113	mccc1
leptidea_sinapisG00000009640	naat1_2
leptidea_sinapisG00000005306	znf227_3
leptidea_sinapisG00000011789	ugt2b20
leptidea_sinapisG00000014637	kif1bp
leptidea_sinapisG00000013971	tarbp1
leptidea_sinapisG00000008441	agk
leptidea_sinapisG00000008901	gld_20
leptidea_sinapisG00000012010	fuctc_9
leptidea_sinapisG00000005373	-
leptidea_sinapisG00000002584	swt1
leptidea_sinapisG00000007195	ddx28
leptidea_sinapisG00000011503	gabbr2_2
leptidea_sinapisG00000007585	slc46a1_5
leptidea_sinapisG00000005809	slc46a1_2
leptidea_sinapisG00000002009	slc46a1
leptidea_sinapisG00000010991	-
leptidea_sinapisG00000008355	trabdsumf1
leptidea_sinapisG00000011883	aael008004_4
leptidea_sinapisG00000005172	-
leptidea_sinapisG00000010426	-
leptidea_sinapisG00000002762	stk11
leptidea_sinapisG00000005210	cryl1
leptidea_sinapisG00000012372	y_6
leptidea_sinapisG00000004902	-
leptidea_sinapisG00000002850	-
leptidea_sinapisG00000014531	dldh
leptidea_sinapisG00000007915	hiw_3
leptidea_sinapisG00000003784	mpv17l2_2
leptidea_sinapisG00000007708	samd1
leptidea_sinapisG00000012105	eral1
leptidea_sinapisG00000015584	cbx5_3
leptidea_sinapisG00000004926	cbx5
leptidea_sinapisG00000014942	foxf1-a
leptidea_sinapisG00000004216	-
leptidea_sinapisG00000004866	akr2e_3
leptidea_sinapisG00000005781	dhc64c
leptidea_sinapisG00000002258	-
leptidea_sinapisG00000011179	tace
leptidea_sinapisG00000000249	upb1
leptidea_sinapisG00000015317	eif-2beta
leptidea_sinapisG00000000854	mrps30
leptidea_sinapisG00000014193	ikbkap
leptidea_sinapisG00000004841	lrr1
leptidea_sinapisG00000005138	smg5
leptidea_sinapisG00000007087	mllt3
leptidea_sinapisG00000014277	slc25a46
leptidea_sinapisG00000007789	-
leptidea_sinapisG00000014793	-
leptidea_sinapisG00000006464	cacna2d3
leptidea_sinapisG00000010050	msta_4
leptidea_sinapisG00000009742	-
leptidea_sinapisG00000014506	-
leptidea_sinapisG00000004110	znf277
leptidea_sinapisG00000008461	-
leptidea_sinapisG00000015082	-
leptidea_sinapisG00000001343	abcg4
leptidea_sinapisG00000007226	abcg4_2
leptidea_sinapisG00000009283	tpsptps1
leptidea_sinapisG00000005162	yipf6
leptidea_sinapisG00000012272	anapc11
leptidea_sinapisG00000006097	dpy30
leptidea_sinapisG00000010831	ccdc85c
leptidea_sinapisG00000003272	rbm42
leptidea_sinapisG00000007767	-
leptidea_sinapisG00000013158	-
leptidea_sinapisG00000011352	klhl10_2
leptidea_sinapisG00000012772	aass
leptidea_sinapisG00000009872	ept1_3
leptidea_sinapisG00000004127	ssb-c31a
leptidea_sinapisG00000012898	zfhx3
leptidea_sinapisG00000006009	-
leptidea_sinapisG00000003205	ran-4nutf2
leptidea_sinapisG00000005908	prpf31
leptidea_sinapisG00000011184	prpf31_2
leptidea_sinapisG00000012577	iovo
leptidea_sinapisG00000001378	cdr2l
leptidea_sinapisG00000002804	abcf3
leptidea_sinapisG00000008145	e2f5
leptidea_sinapisG00000005266	wdr46
leptidea_sinapisG00000014953	mrpl3_2
leptidea_sinapisG00000005175	ss18l1
leptidea_sinapisG00000011833	psmb7
leptidea_sinapisG00000005473	rt
leptidea_sinapisG00000012539	wrnip1spac26h5.02c
leptidea_sinapisG00000012642	top1
leptidea_sinapisG00000007149	rnmt
leptidea_sinapisG00000001528	rgl1
leptidea_sinapisG00000008649	-
leptidea_sinapisG00000008006	dfnb31_2
leptidea_sinapisG00000011020	shh_2
leptidea_sinapisG00000000817	ptprr
leptidea_sinapisG00000002972	-
leptidea_sinapisG00000002390	dab
leptidea_sinapisG00000000090	damt-1
leptidea_sinapisG00000002932	gale_2
leptidea_sinapisG00000013959	tmem38b
leptidea_sinapisG00000012314	-
leptidea_sinapisG00000003836	-
leptidea_sinapisG00000000052	-
leptidea_sinapisG00000004015	-
leptidea_sinapisG00000003766	ankrd50
leptidea_sinapisG00000006505	kpna2
leptidea_sinapisG00000012170	pknox2
leptidea_sinapisG00000012710	-
leptidea_sinapisG00000003410	wee1
leptidea_sinapisG00000010075	cdgapr_2
leptidea_sinapisG00000010743	-
leptidea_sinapisG00000007323	-
leptidea_sinapisG00000007500	-
leptidea_sinapisG00000011803	-
leptidea_sinapisG00000003629	-
leptidea_sinapisG00000010353	nmrk1
leptidea_sinapisG00000012722	estf_10
leptidea_sinapisG00000011633	-
leptidea_sinapisG00000008497	tanc2
leptidea_sinapisG00000004294	-
leptidea_sinapisG00000004717	-
leptidea_sinapisG00000006544	opa1
leptidea_sinapisG00000015284	ehbp1
leptidea_sinapisG00000012845	stum
leptidea_sinapisG00000006321	samm50a
leptidea_sinapisG00000012921	abcb1mdr49
leptidea_sinapisG00000007296	-
leptidea_sinapisG00000011487	mdr65
leptidea_sinapisG00000002193	cls
leptidea_sinapisG00000012084	tacc1
leptidea_sinapisG00000005708	cia30
leptidea_sinapisG00000008941	cg1969
leptidea_sinapisG00000012418	-
leptidea_sinapisG00000009794	-
leptidea_sinapisG00000008107	-
leptidea_sinapisG00000014459	anon-3b1.2_11
leptidea_sinapisG00000014967	-
leptidea_sinapisG00000000966	-
leptidea_sinapisG00000009335	anon-3b1.2_7
leptidea_sinapisG00000009044	toll-7_2
leptidea_sinapisG00000004778	-
leptidea_sinapisG00000012009	-
leptidea_sinapisG00000012474	tryp1_6
leptidea_sinapisG00000014392	-
leptidea_sinapisG00000005794	cmtm4_3
leptidea_sinapisG00000004202	-
leptidea_sinapisG00000012463	hsp68_2
leptidea_sinapisG00000014736	-
leptidea_sinapisG00000006717	-
leptidea_sinapisG00000010056	-
leptidea_sinapisG00000002801	poldip3
leptidea_sinapisG00000015434	aco11_7
leptidea_sinapisG00000007950	-
leptidea_sinapisG00000001014	-
leptidea_sinapisG00000010479	adh1
leptidea_sinapisG00000008821	fj
leptidea_sinapisG00000014460	grem1
leptidea_sinapisG00000012975	-
leptidea_sinapisG00000012634	diras2
leptidea_sinapisG00000011455	-
leptidea_sinapisG00000009953	-
leptidea_sinapisG00000015131	-
leptidea_sinapisG00000011659	-
leptidea_sinapisG00000008548	-
leptidea_sinapisG00000004598	-
leptidea_sinapisG00000013900	-
leptidea_sinapisG00000008189	-
leptidea_sinapisG00000010360	rif1
leptidea_sinapisG00000007084	ptchd3
leptidea_sinapisG00000008524	prmt7art7
leptidea_sinapisG00000004356	cyc1
leptidea_sinapisG00000007520	flcn
leptidea_sinapisG00000001376	rpl18
leptidea_sinapisG00000004753	klhl10
leptidea_sinapisG00000013575	hpgd_13
leptidea_sinapisG00000007663	-
leptidea_sinapisG00000013396	-
leptidea_sinapisG00000002235	prdm5_2
leptidea_sinapisG00000000332	znf91
leptidea_sinapisG00000012750	zfp26_9
leptidea_sinapisG00000002148	znf93
leptidea_sinapisG00000001934	znf587
leptidea_sinapisG00000003308	zfp62zo22wek
leptidea_sinapisG00000012669	zscan20
leptidea_sinapisG00000005724	znf41
leptidea_sinapisG00000008240	pgbd3_4
leptidea_sinapisG00000004964	pgbd3_2
leptidea_sinapisG00000011244	rab18a
leptidea_sinapisG00000007863	-
leptidea_sinapisG00000003584	-
leptidea_sinapisG00000001974	usp39
leptidea_sinapisG00000003552	-
leptidea_sinapisG00000012839	poe
leptidea_sinapisG00000011435	-
leptidea_sinapisG00000003195	-
leptidea_sinapisG00000009431	-
leptidea_sinapisG00000001007	ubr4
leptidea_sinapisG00000000663	drip
leptidea_sinapisG00000002893	smyd4_2
leptidea_sinapisG00000006735	tctex1d2
leptidea_sinapisG00000008255	sin1
leptidea_sinapisG00000012306	-
leptidea_sinapisG00000011274	rabgap1
leptidea_sinapisG00000006609	-
leptidea_sinapisG00000002184	-
leptidea_sinapisG00000000572	c9orf172
leptidea_sinapisG00000007275	-
leptidea_sinapisG00000011256	rdh14_2
leptidea_sinapisG00000004254	-
leptidea_sinapisG00000011320	rab9b
leptidea_sinapisG00000005191	-
leptidea_sinapisG00000006723	hr39
leptidea_sinapisG00000001006	nas-4
leptidea_sinapisG00000007390	nas-4_2
leptidea_sinapisG00000010657	nas-4_3
leptidea_sinapisG00000000798	chlredraft_190403
leptidea_sinapisG00000003023	prrx1
leptidea_sinapisG00000006881	hsd17b8
leptidea_sinapisG00000004886	dnttip2
leptidea_sinapisG00000015393	-
leptidea_sinapisG00000013654	-
leptidea_sinapisG00000001301	-
leptidea_sinapisG00000000396	-
leptidea_sinapisG00000006442	arr1
leptidea_sinapisG00000001391	-
leptidea_sinapisG00000009372	grik1_3
leptidea_sinapisG00000014013	exosc8
leptidea_sinapisG00000001433	rpl31
leptidea_sinapisG00000007822	-
leptidea_sinapisG00000000884	ten-a
leptidea_sinapisG00000002624	supt20h
leptidea_sinapisG00000012568	-
leptidea_sinapisG00000009749	brat
leptidea_sinapisG00000000897	srp9
leptidea_sinapisG00000009458	cg17065
leptidea_sinapisG00000000119	lrrc15
leptidea_sinapisG00000010667	-
leptidea_sinapisG00000005157	cyp4d14
leptidea_sinapisG00000000758	-
leptidea_sinapisG00000014928	pou6f1
leptidea_sinapisG00000003440	ptpn4
leptidea_sinapisG00000004505	-
leptidea_sinapisG00000012153	-
leptidea_sinapisG00000014305	fgfr2
leptidea_sinapisG00000001364	bambi
leptidea_sinapisG00000010101	hpd
leptidea_sinapisG00000003541	sec62
leptidea_sinapisG00000003404	kraken
leptidea_sinapisG00000005462	hrr1
leptidea_sinapisG00000002635	-
leptidea_sinapisG00000011135	cyp49a1
leptidea_sinapisG00000014268	znf84znf614
leptidea_sinapisG00000006064	cops7a
leptidea_sinapisG00000014622	-
leptidea_sinapisG00000002169	-
leptidea_sinapisG00000014409	ypel2
leptidea_sinapisG00000006762	cas5
leptidea_sinapisG00000015186	-
leptidea_sinapisG00000004327	rbbp8
leptidea_sinapisG00000000335	dnajc28
leptidea_sinapisG00000007692	gart
leptidea_sinapisG00000002404	dcp1a
leptidea_sinapisG00000006477	-
leptidea_sinapisG00000003445	dd
leptidea_sinapisG00000014610	ap2m1
leptidea_sinapisG00000010139	efr_2
leptidea_sinapisG00000014240	camta1_3
leptidea_sinapisG00000002654	-
leptidea_sinapisG00000006790	-
leptidea_sinapisG00000012764	nhl-1_2
leptidea_sinapisG00000004326	5htr
leptidea_sinapisG00000001053	capn7
leptidea_sinapisG00000012029	pex14_2
leptidea_sinapisG00000003529	mglur
leptidea_sinapisG00000010048	rpn6
leptidea_sinapisG00000009648	wipf3
leptidea_sinapisG00000013806	-
leptidea_sinapisG00000003511	msantd3_3
leptidea_sinapisG00000013382	znf207
leptidea_sinapisG00000004693	picot_6
leptidea_sinapisG00000012443	rpi1
leptidea_sinapisG00000006799	szrd1
leptidea_sinapisG00000002275	-
leptidea_sinapisG00000000147	-
leptidea_sinapisG00000009208	-
leptidea_sinapisG00000003929	-
leptidea_sinapisG00000013621	-
leptidea_sinapisG00000003438	-
leptidea_sinapisG00000007037	-
leptidea_sinapisG00000013314	-
leptidea_sinapisG00000014166	-
leptidea_sinapisG00000002591	-
leptidea_sinapisG00000006767	-
leptidea_sinapisG00000015550	-
leptidea_sinapisG00000001897	-
leptidea_sinapisG00000000988	-
leptidea_sinapisG00000014940	-
leptidea_sinapisG00000012128	-
leptidea_sinapisG00000003840	-
leptidea_sinapisG00000013251	-
leptidea_sinapisG00000003496	-
leptidea_sinapisG00000014985	-
leptidea_sinapisG00000014415	tryp3_2
leptidea_sinapisG00000002318	shg
leptidea_sinapisG00000013904	-
leptidea_sinapisG00000008340	-
leptidea_sinapisG00000000227	smad4
leptidea_sinapisG00000009136	sidl
leptidea_sinapisG00000002522	katna1
leptidea_sinapisG00000012283	-
leptidea_sinapisG00000007541	-
leptidea_sinapisG00000006322	-
leptidea_sinapisG00000001617	osa
leptidea_sinapisG00000013920	-
leptidea_sinapisG00000009839	-
leptidea_sinapisG00000014514	-
leptidea_sinapisG00000000127	-
leptidea_sinapisG00000007193	-
leptidea_sinapisG00000002065	-
leptidea_sinapisG00000012401	-
leptidea_sinapisG00000009344	cd63_4
leptidea_sinapisG00000009795	tdrd3
leptidea_sinapisG00000004288	poc1a
leptidea_sinapisG00000009609	xpo5
leptidea_sinapisG00000004597	nfat5
leptidea_sinapisG00000009041	-
leptidea_sinapisG00000015157	preb
leptidea_sinapisG00000003049	-
leptidea_sinapisG00000006651	btbd2
leptidea_sinapisG00000007662	inpp5b
leptidea_sinapisG00000013361	stmn4
leptidea_sinapisG00000008850	-
leptidea_sinapisG00000008329	ncm
leptidea_sinapisG00000008432	rab5b
leptidea_sinapisG00000010608	calu
leptidea_sinapisG00000015557	edc4_2
leptidea_sinapisG00000013332	-
leptidea_sinapisG00000008919	-
leptidea_sinapisG00000014072	-
leptidea_sinapisG00000009928	v1g226489
leptidea_sinapisG00000003362	-
leptidea_sinapisG00000009901	-
leptidea_sinapisG00000013245	hsdl1_2
leptidea_sinapisG00000007470	hsdl1
leptidea_sinapisG00000013651	hsdl1_3
leptidea_sinapisG00000006852	nrv2_3
leptidea_sinapisG00000003176	nrv2_2
leptidea_sinapisG00000014910	nrv2_5
leptidea_sinapisG00000002090	nrv2
leptidea_sinapisG00000013607	nrv1
leptidea_sinapisG00000010625	nrv2_4
leptidea_sinapisG00000000475	-
leptidea_sinapisG00000006958	sugct
leptidea_sinapisG00000001635	cg4038
leptidea_sinapisG00000010814	mmgt2
leptidea_sinapisG00000010821	lamp2
leptidea_sinapisG00000009619	-
leptidea_sinapisG00000004468	lama2
leptidea_sinapisG00000009273	-
leptidea_sinapisG00000003963	tmprss15
leptidea_sinapisG00000008420	mal-b1
leptidea_sinapisG00000003705	-
leptidea_sinapisG00000007049	-
leptidea_sinapisG00000009544	dbo
leptidea_sinapisG00000008561	cg7456
leptidea_sinapisG00000010955	-
leptidea_sinapisG00000003622	rbbp5
leptidea_sinapisG00000014110	rsf1svmpi-cce12
leptidea_sinapisG00000013691	cg5902
leptidea_sinapisG00000012851	-
leptidea_sinapisG00000009701	parg_2
leptidea_sinapisG00000005657	celf4
leptidea_sinapisG00000014893	gcc1
leptidea_sinapisG00000007022	-
leptidea_sinapisG00000005174	elavl2
leptidea_sinapisG00000007889	abcg4_3
leptidea_sinapisG00000007246	-
leptidea_sinapisG00000007926	mipep_2
leptidea_sinapisG00000004044	hdac6
leptidea_sinapisG00000002292	cg45068
leptidea_sinapisG00000012071	rrnad1_2
leptidea_sinapisG00000001849	pal1
leptidea_sinapisG00000011434	zcchc7
leptidea_sinapisG00000013898	-
leptidea_sinapisG00000005498	-
leptidea_sinapisG00000015078	chrac1
leptidea_sinapisG00000010123	argk
leptidea_sinapisG00000001481	adi1
leptidea_sinapisG00000014380	-
leptidea_sinapisG00000010273	sdr16c5_3
leptidea_sinapisG00000008387	efcab1
leptidea_sinapisG00000015217	hsd17b11
leptidea_sinapisG00000005227	osbpl1a
leptidea_sinapisG00000002988	znf260
leptidea_sinapisG00000006508	-
leptidea_sinapisG00000006863	osbpl1a_2
leptidea_sinapisG00000003772	hsd17b13_2
leptidea_sinapisG00000006456	nlgn4y_2
leptidea_sinapisG00000014011	-
leptidea_sinapisG00000008949	chrna7_2
leptidea_sinapisG00000004585	med27
leptidea_sinapisG00000009722	wbscr16
leptidea_sinapisG00000013821	zw10_2
leptidea_sinapisG00000000488	ssr2
leptidea_sinapisG00000004617	-
leptidea_sinapisG00000005912	tmem63a
leptidea_sinapisG00000013281	sfmbt1
leptidea_sinapisG00000013360	nrg
leptidea_sinapisG00000012047	shf
leptidea_sinapisG00000009829	coq7
leptidea_sinapisG00000012798	-
leptidea_sinapisG00000008556	-
leptidea_sinapisG00000003812	itp-r83a
leptidea_sinapisG00000007979	tryp_3
leptidea_sinapisG00000007588	mast2
leptidea_sinapisG00000014161	mast3
leptidea_sinapisG00000012433	-
leptidea_sinapisG00000007382	med26
leptidea_sinapisG00000009826	-
leptidea_sinapisG00000005117	alphatub84b
leptidea_sinapisG00000006075	-
leptidea_sinapisG00000002030	-
leptidea_sinapisG00000008924	-
leptidea_sinapisG00000012477	pax5pax2-a
leptidea_sinapisG00000013458	shal
leptidea_sinapisG00000005061	onecut1
leptidea_sinapisG00000005367	nfibnfic
leptidea_sinapisG00000003634	mphosph10
leptidea_sinapisG00000002555	nr2c2hr78
leptidea_sinapisG00000005166	cbr3_2
leptidea_sinapisG00000000092	znf624
leptidea_sinapisG00000009260	crk
leptidea_sinapisG00000006835	ube2h
leptidea_sinapisG00000011275	tom40_3
leptidea_sinapisG00000010070	cx056
leptidea_sinapisG00000008708	-
leptidea_sinapisG00000007596	sumo3_2
leptidea_sinapisG00000014329	-
leptidea_sinapisG00000001130	-
leptidea_sinapisG00000014535	-
leptidea_sinapisG00000004507	ppp2r3b
leptidea_sinapisG00000005539	rnaseh1
leptidea_sinapisG00000005258	zmynd8_2
leptidea_sinapisG00000003920	mtmr9
leptidea_sinapisG00000009837	-
leptidea_sinapisG00000009185	rfc4
leptidea_sinapisG00000001217	ythdf2
leptidea_sinapisG00000005430	-
leptidea_sinapisG00000010011	rnaseh2b
leptidea_sinapisG00000009897	hs6st2_2
leptidea_sinapisG00000005163	hs6st2
leptidea_sinapisG00000014901	gld_25
leptidea_sinapisG00000006964	gld_15
leptidea_sinapisG00000009950	flo2
leptidea_sinapisG00000000733	ansaaspg
leptidea_sinapisG00000015278	cg32751
leptidea_sinapisG00000000093	aldh1l1
leptidea_sinapisG00000009845	brpf1
leptidea_sinapisG00000003913	-
leptidea_sinapisG00000010907	ndufa7
leptidea_sinapisG00000013835	-
leptidea_sinapisG00000010199	olf186-f
leptidea_sinapisG00000007554	mbd4
leptidea_sinapisG00000004273	kdm2
leptidea_sinapisG00000005999	vcath_4
leptidea_sinapisG00000008930	vcath_7
leptidea_sinapisG00000015029	kdm2_2
leptidea_sinapisG00000013721	lhx5
leptidea_sinapisG00000010437	wunplpp1
leptidea_sinapisG00000013184	plpp3
leptidea_sinapisG00000009985	-
leptidea_sinapisG00000001568	plppr5
leptidea_sinapisG00000014325	tars
leptidea_sinapisG00000005951	-
leptidea_sinapisG00000006376	tgmh
leptidea_sinapisG00000012537	ncln
leptidea_sinapisG00000003156	nckx30c_2
leptidea_sinapisG00000002924	nckx30c
leptidea_sinapisG00000003918	-
